Name of kdrama,Year of relase,Watchtime,Movie Rating,Genre,Votes
"I Love You, Don't Cry",2008,35,,"Drama, Romance        ",58
Woman with a Suitcase,2016,,7.1,Drama         ,58
Mr Duke,2000,960,7.3,Drama        ,17
Girls' Generation Goes to School,2007,,8.3,Reality-TV           ,23
Surgeon Bong Dal-hee,2007,,7.4,Drama       ,30
Love Returns,2017,35,7.6,"Drama, Romance    ",131
Onli yoo,2005,60,7.3,Romance      ,35
Hutos,2008,,,Animation     ,
A Wife's Credentials,2012,67,8.1,Romance ,16
My Heart Twinkle Twinkle,2015,,6.6,"Drama, Romance   ",19
"I'm a Mother, Too",2018,,,Drama       ,
Num Noms Snackables,2016,,,Animation      ,
The Great First Wives,2015,,,"Drama, Romance     ",
Strong Heart,2009,83,7.6,Talk-Show     ,9
Gangnam Scandal,2018,,6.1,"Drama, Romance       ",13
S.O.S. Croco!,1998,,7.1,Animation  ,24
High School Rapper 4,2021,,,Reality-TV      ,
The Eccentric Daughter-in-Law,2015,70,6.6,"Comedy, Drama      ",45
Popcorn,2000,,7.4,Drama        ,6
Angel's Revenge,2014,,6.9,"Drama, Romance       ",24
Three Brothers,2009,62,7.4,Romance       ,5
Action Dad,2012,22,8.2,Animation      ,19
General hospital 2,2008,65,7.1,Drama        ,16
T-Buster,2017,,,Animation      ,
Pink Lipstick,2010,,7.5,"Drama, Romance     ",17
Trot Lovers,2014,,6.4,"Comedy, Music, Romance       ",142
MMTG,2018,,,Talk-Show      ,
"I Hate You, Juliet!",2019,,6.5,"Romance, Sci-Fi      ",48
Oh! Dear Half-Basement Goddesses,2017,15,,"Comedy, Fantasy     ",
A good supper,2021,,,Romance           ,
Ruler of Your Own World,2002,60,8.6,"Drama, Romance    ",76
Wife returns,2009,40,,Drama        ,
Eunjuui Bang,2018,,7.3,Drama      ,25
Let's Look at the Sunset Holding Hands,2018,,3.9,Drama      ,15
Eve's Love,2015,40,7.2,"Drama, Romance     ",6
You're My Favorite,2012,,,"Drama, Romance    ",
Daddy Fish,2000,,,Drama         ,
Teuripeul,2009,60,6.2,Drama       ,47
Reset,2014,60,7.2,"Crime, Drama   ",51
Basketball,2013,,5.3,"Action, Drama, History      ",29
Bom nal,2005,60,7.7,Romance       ,45
Her Lovely Heels,2014,15,6.4,Romance        ,83
Beautiful You,2015,,,"Drama, Romance      ",
Waiting for Love,2013,67,6.5,Romance       ,116
Paradise Ranch,2011,,5.9,"Drama, Romance         ",54
The Flatterer,2015,15,7.4,Drama         ,46
NCT World 2.0,2020,,8.5,Reality-TV         ,41
My Beloved Sister,2006,60,6.2,Drama     ,8
Immortal Songs: Singing the Legend,2011,95,,"Music, Musical       ",
Ready for Start,2016,8,7.6,Comedy     ,14
Yakhanyeongung,2022,,,Action       ,
The Green Chariot,1997,,8.1,"Animation, Action, Adventure     ",8
Great Escape,2018,,9,Reality-TV        ,7
Pri Para,2014,,8.4,"Animation, Comedy, Drama     ",36
The Cravings,2013,,7.3,"Comedy, Drama, Romance            ",60
Witch's Castle,2015,,,"Drama, Romance         ",
Sherlock Yack: Zoo-Detective,2011,13,7.3,"Animation, Family     ",85
"Sweet, Savage Family",2015,,6.7,"Comedy, Drama    ",15
Mysterious Personal Shopper,2018,,7.9,Drama      ,16
King's Family,2013,60,7.3,"Comedy, Drama, Romance     ",45
Secrets of Women,2016,,6.9,Drama           ,8
My Sister-In-Law Is Nineteen,2004,,,Romance         ,
Tempted Again,2009,55,7.6,Drama         ,71
The Woman Who Still Wants to Marry,2010,70,7.2,"Comedy, Drama, Romance     ",70
Chungil Electronics Miss Lee,2019,,7.4,Drama         ,27
Fashion 70's,2005,60,8.2,Drama        ,34
Wanna One Go,2017,,7.9,Reality-TV      ,26
Joseon X-Files - Secret Book,2010,46,7.9,"Drama, History, Mystery      ",46
Dandelion Family,2010,52,,"Drama, Romance  ",
White nights 3.98,1998,,,Action           ,
Korean Pork Belly Rhapsody,2020,48,7.8,Documentary     ,70
Pung-un,1982,,,Drama       ,
The Birth of the Rich,2010,,7,"Comedy, Romance     ",42
The Secret Lover,2005,60,6.2,Romance         ,6
Save the Family,2015,,,"Drama, Family, Romance ",
Hanwoo Rhapsody,2022,,7.4,Reality-TV       ,34
Coffee House,2010,,6.6,Drama       ,93
Into the Flames,2014,,8.5,Drama        ,12
Traveler,2019,,8.4,Reality-TV    ,29
Your Neighbor's Wife,2013,59,7,Romance          ,7
Poolhawooseu Teikeu 2,2012,30,6.3,Romance      ,167
Traces of the Hand,2017,7,5.8,Drama          ,12
Betoben baireoseu,2008,,7.6,"Comedy, Drama, Romance        ",340
Indomitable Daughters-in-Law,201,,,"Drama, Romance         ",
"Coffee, Please",2018,,5.6,Romance       ,39
Obeo deo reinbou,2006,60,6.7,"Drama, Music, Romance       ",36
Do-ol-Ah-in O-bang-gan-da,2019,,,,
Armor Hero Hunter God Brain Crisis,2018,,,Action     ,
Syndrome,2012,,7.4,"Drama, Romance    ",16
Single Wife,2017,,5.5,"Comedy, Romance       ",7
Love on a Rooftop,2015,,7,"Drama, Romance ",7
Dal Ja's Spring,2007,70,7.7,"Comedy, Drama, Romance       ",98
The 3rd Hospital,2012,,8.1,"Drama, Romance    ",45
Go Go Giggles,2003,23,,Family      ,15
The Banker,2019,,7.2,Drama      ,15
Elsword: El Lady,2016,12,,Animation   ,
My Love by My Side,2011,65,7.2,"Drama, Romance      ",8
Matchmaker's Lover,2008,,6.4,"Comedy, Romance      ",9
Late Night Hospital,2011,,,"Crime, Drama, Mystery       ",
Saturday Night Live Korea,2011,60,7.7,Comedy      ,26
The TaeTiSeo,2014,,8.4,Reality-TV   ,29
Mom,2015,,7.4,Drama    ,9
Ready Go!,1997,,6.1,Romance  ,10
Byeoleun nae gaseume,1997,50,7.4,Romance   ,58
The Running Mates: Human Rights,2019,,7.7,Drama    ,15
Two Mothers,2014,60,7.4,"Drama, Romance ",19
All About Eve,2009,45,7.6,Drama          ,19
The Color of a Woman,2011,65,5.2,Romance      ,55
Survival Audition K-pop Star,2011,80,,"Documentary, Game-Show, Music    ",
Awl,2015,40,8,Drama       ,24
Miss Mermaid: Ineo Agassi,2002,,7.3,Drama       ,32
The Secret of My Love,2017,35,6.5,"Drama, Family  ",7
Want More 19,2018,,6,"Comedy, Drama, Romance   ",8
Crazy in Love,2007,60,7.5,"Drama, Romance     ",21
I Order You,2015,25,6.3,Drama       ,50
Unstoppable Marriage,2007,,8.5,"Comedy, Romance     ",17
Mother's Garden,2014,35,,"Drama, Romance      ",
Bing Goo,2017,65,7.2,Drama       ,36
DoongDoong,2010,1,8.4,Animation     ,7
My One and Only,2011,,,"Drama, Romance          ",
Sister's Slam Dunk,2016,80,8.2,Reality-TV      ,38
Show Me the Money 10,2021,,,Game-Show ,
Assorted Gems,2009,,8.2,"Family, Romance       ",34
Love Is Drop by Drop,2016,,7.4,"Drama, Romance      ",6
Mother's Sea,1993,60,7.1,Drama     ,8
It's Dangerous Beyond the Blanket,2017,,7.8,Reality-TV    ,37
9 Ends 2 Out,2007,,7.4,"Comedy, Romance   ",110
Problematic Men,2015,75,,"Game-Show, Talk-Show   ",
The Duo,2011,,6.4,"Action, Drama, History         ",28
Can We Refill the Love?,2005,30,,"Drama, Romance   ",
Hot Blood,2009,,7.1,Drama    ,9
Song of the Bandits,,,,"Action, History      ",
Love Again,2012,63,5.7,Romance       ,7
Die Ketchup-Vampire,1991,87,7.4,"Animation, Comedy, Family   ",52
Dr. Champ,2010,,6.9,"Drama, Romance, Sport       ",32
Laurel Tree Tailors,2016,,7.8,"Comedy, Drama        ",61
On Air,2008,,7.7,Drama     ,25
Hero,2012,,5,"Action, Fantasy  ",10
You Are the Only One,2014,,6.8,"Comedy, Drama, Romance    ",7
Live Talk Show Taxi,2007,60,,Talk-Show      ,
Apgujeong Midnight Sun,2014,35,8,"Drama, Romance   ",6
Love Naggers,2018,,,Talk-Show,
Noonbory and the Super 7,2009,22,7.5,Animation       ,26
Love Mafia,2021,,,"Game-Show, Reality-TV       ",
Lady Cha Dal-Rae's Lover,2018,,,"Comedy, Drama, Romance      ",
Nae sa-rang pat-jooi,2002,60,7.2,Romance     ,53
Sanbuingwa,2010,60,6.8,"Drama, Romance    ",42
She Is Wow,2013,,6.7,,17
Melon Music Awards,2009,240,7,Music        ,8
Smile Again,2006,,7,"Drama, Romance, Sport            </span>",26
Les Enfants d'Okura,2007,,,Animation     ,
Prison Life of Fools,2019,90,7.8,"Comedy, Game-Show   ",6
Little Girl Detective Park Hae Sol,2012,70,7.3,Crime    ,8
Geunyeoui Bucket List,2021,,6.8,"Comedy, Drama, Romance   ",18
Phoenix,2004,,7.8,"Drama, Romance     ",60
Dal-kom-han Na-eui Do-si,2008,,5.8,"Drama, Romance   ",13
All About My Family,2008,,5.3,Drama      ,10
Return of Bok Dan-Ji,2017,,5.8,"Drama, Mystery, Romance          ",9
Ordinary Love,2012,70,7.2,,16
Happy Ending,2012,,7.3,Drama       ,10
Show! Music Core,2005,,8.1,Music       ,19
Can Love Become Money?,2012,,6.8,"Comedy, Romance ",26
The Slingshot,2009,,7.8,"Action, Drama, Romance     ",34
Unexpected-life Drama Specials,2013,70,,Drama      ,
Beating Heart,2005,,8.1,Drama      ,24
Clocking Out,2016,11,,Sci-Fi            ,
Missing Korea,2015,10,6.4,Romance   ,23
Hello! Miss,2007,,6,"Comedy, Romance    ",35
All Kinds of Daughters-in-Law,2017,,7.8,"Drama, Family, Romance     ",14
Mystery Television,2002,50,8.1,Mystery     ,16
I Love You,2008,65,,Romance       ,
Precious Family,2004,60,8.1,"Drama, Family     ",7
Three Guys and Three Girls,1996,,,"Comedy, Drama, Romance       ",
"Hello, Counselor",2010,,7.4,Talk-Show      ,39
Nori Roller Coaster Boy,2018,12,6,Animation       ,11
Doppelganger,2016,60,,Thriller         ,
"Goodbye, Dear Wife",2012,,6.4,Drama       ,28
Saranghandamyeon ideulcheoleom,2007,,6.7,Drama      ,41
Inkigayo,1991,70,6.7,Music          ,10
Best Chicken,2019,,6.5,Drama       ,40
Romance,2002,60,6.9,"Comedy, Drama, Romance         ",39
Kokyo Sang Ilgi,1982,,,Family      ,
Sweden Laundry,2015,60,6.5,"Comedy, Fantasy, Romance       ",46
The Star Seekers,2022,,,"Action, Fantasy       ",
Heroes,2010,,8.6,,25
A High School Student's Diary,1983,,,Family       ,
Flowers for My Life,2007,,7.9,Romance    ,27
Heaven's Promise,2016,,8.3,Drama         ,32
Bamboo Bears,1995,,7,"Animation, Comedy       ",40
White Lies,2008,40,8,"Drama, Romance    ",5
Can We Love?,2014,,6.8,"Comedy, Romance       ",35
Alien Sam,2006,30,7.4,Comedy    ,5
Fennec,1998,,,Animation      ,
"Waves, Waves",2018,,,Drama        ,
Don't be the First One!,2020,135,,Reality-TV     ,
Nae saeng-ae ma-ji-mak seu-kaen-deul,2008,,7.5,"Drama, Romance     ",53
Birth Secret,2013,,6.3,"Comedy, Drama, Romance        ",17
Can't Live Without You,2012,40,,"Drama, Family, Romance      ",
18 vs 29,2005,65,7.3,"Comedy, Drama, Romance     ",23
Invincible Youth,2009,,8.5,Reality-TV     ,52
Ballerino,2014,50,,,
Snowman,2003,57,5.1,"Drama, Romance     ",8
Oh Su-jung vs. Karl,2007,,7.7,"Comedy, Romance        ",9
Show Me the Money 3,2014,45,7.3,Music       ,15
The Eighth Sense,,,,"Drama, Romance      ",
Melody of Love,2013,,8,"Comedy, Drama, Romance      ",15
Pandalian,2006,22,7.6,"Animation, Action, Adventure     ",20
Mischievous Detectives,2017,9,5.2,Comedy       ,13
Uiga hyeongje,1997,50,7.3,Drama       ,48
Kimi no kioku o boku ni kudasai: Pigumarion no koi,2010,,6.2,Drama        ,13
Masked Prosecutor,2015,,6.3,"Action, Comedy   ",62
History of the Salaryman,2012,,7.7,Drama    ,73
Tears of Diamonds,2005,22,,"Drama, Romance  ",
One Well-Raised Daughter,2013,,7.2,"Drama, Romance       ",41
Truth,2000,,7.5,Romance        ,17
Sarang,1998,50,4.5,Drama    ,19
Age of Innocence,2002,,,,
Leobing Yu,2002,,6.4,"Drama, Romance     ",5
Asphalt My Hometown,1919,,8.2,Drama          ,6
La famille Ouf,2005,22,5.9,Animation       ,14
The Forks with Spiky Hands,2016,2,7,"Animation, Comedy, Fantasy     ",11
Coma,2006,,6.9,Horror  ,59
Bubble Bubble Marin,2014,10,,Animation    ,
Start Again,2016,,,"Drama, Romance     ",
Dalkomhan seupai,2005,60,7.4,"Action, Comedy, Crime      ",58
Podobat keu sanai,2006,60,7.6,Romance    ,147
Witch Hunt,2013,,6.2,Talk-Show      ,7
Get It Beauty 2015,2015,65,,,
Under Nineteen,2018,,6.8,"Music, Reality-TV  ",6
I Live in Cheongdam-dong,2011,60,7.8,"Comedy, Drama       ",9
My Fair Lady,2003,,,Drama      ,
Hold My Hand,2013,40,,"Drama, Romance    ",
How to Meet a Perfect Neighbor,2007,65,7.1,Romance  ,9
A Tale of Two Sisters,2013,,,"Drama, Romance        ",
Chiro and Friends,2010,8,6.7,Family     ,6
Salamander Guru and the Gang,2012,,6.2,"Comedy, Drama    ",34
Someday,2006,,7.8,Drama      ,21
Happy and,2011,30,6.5,,11
Enemies from the Past,2017,,6.6,Drama     ,8
Marriage Cuisine,2014,45,8.3,"Comedy, Drama         ",88
Heart Is Beating,2013,65,,Reality-TV ,
"Cheer Up, Mr. Kim!",2012,,,"Family, Romance      ",
Unkind Ladies,2015,,6.6,"Drama, Romance     ",33
Rude Miss Young-Ae,2007,,,"Comedy, Romance      ",
Ooohhhasis,2010,,5.6,Animation        ,6
The Shining Eun-Soo,2016,35,6.5,"Drama, Romance     ",9
Explorers of the Human Body,2007,40,8.4,"Documentary, Comedy    ",19
Oh! My Baby,2014,80,,Family        ,
Spring Camp,2009,,,Reality-TV           ,72
Hello Baby,2009,,8.6,Reality-TV     ,72
A Second Proposal,2004,,,"Drama, Romance    ",
Grandpas Over Flowers Investigation Team,2014,60,7.6,"Comedy, Crime, Drama    ",38
Island Village Teacher,2004,,,,
Hate to Lose,2011,66,,Romance     ,
Lipstick Prince,2016,,,Comedy        ,
City of Glass,2008,,,Drama   ,
Candy in My Ear,2016,,8,Reality-TV    ,11
Semi and the Magic Cube,2018,13,,"Animation, Adventure, Comedy    ",
Make a Woman Cry,2015,60,7.6,"Drama, Romance    ",13
Behind the White Tower,2007,60,8,Drama      ,12
Naejoui Yeowang,2009,60,7.3,Comedy     ,55
Fireworks,2000,60,,Drama        ,
Produce X 101,2019,,7.3,"Music, Reality-TV      ",71
Telemonster,2016,,6.1,Animation       ,17
"My Love, Madame Butterfly",2012,,7.8,"Drama, Romance  ",6
Man Who Dies to Live,2017,,4.9,Drama  ,32
The Voice of Korea,2012,,,Music       ,
Wanna Taste?,2019,,7.4,"Drama, Romance     ",6
Likeable or Not,2007,30,,Romance      ,
4 Wheeled Restaurant,2018,,,"Comedy, Reality-TV  ",
Track City,2000,,6.5,"Animation, Sport",15
Blessing of the Sea,2019,,,"Drama, Romance    ",
Only Love,2014,40,,"Drama, Romance ",
The Maengs' Golden Era,2002,,,Drama         ,
Gag Concert,1999,,7.4,Comedy        ,9
Immutable Law of First Love,2015,13,5.6,Drama          ,17
American Seoul,,,,Drama        ,
Show Me the Money 6,2017,,,"Game-Show, Music, Reality-TV   ",
A Daughter Just Like You,2015,35,7.1,"Comedy, Drama, Romance    ",17
Strike Love,2009,,,"Drama, Romance, Sport          ",
Life is Beautiful,2001,65,,Romance        ,
Riders: Catch Tomorrow,2015,65,6.9,Romance      ,8
The Unusual Family,2016,35,7,Drama        ,6
One Fine Day,2013,,7.3,Reality-TV          ,6
ENHYPEN&Hi,2020,,7.7,Reality-TV        ,7
You Are a Gift,2016,,,Drama   ,
Dunia: Into a New World,2018,,,Reality-TV   ,
No Matter What,2020,,,"Drama, Romance            ",
Mr. Goodbye,2006,,6.1,Drama        ,18
Girls Planet 999,2021,,7.5,"Reality-TV, Music        ",38
Jump,1999,,,"Comedy, Drama       ",
Time of Memory,2021,,,"Fantasy, Romance       ",
"Run, Jang-Mi",2014,,7.1,"Drama, Romance           ",8
Soulmate,2006,65,7.2,"Comedy, Romance      ",50
Guardians of the Power Masks,2010,,,Animation        ,
A Song for You,2013,50,,Reality-TV           ,
Pinkfong! Healthy Habits,2017,,,"Animation, Family, Music      ",
"Toji, the Land",2004,,8.6,"Drama, History         ",5
Heroine 6,2004,,,Talk-Show           ,
Paboo & Mojies,2012,,,"Animation, Action, Adventure      ",
Childless Comfort,2012,65,,Drama         ,
Shady Mom-in-Law,2019,,,"Drama, Mystery, Romance    ",
The Master of Revenge,2016,,7.8,"Drama, Romance       ",40
Invincible Lee Pyung Kang,2009,,5.8,"Comedy, Romance       ",11
Get It Beauty 2019,2019,,,Talk-Show ,
Psi-Kix,2008,16,,Animation        ,
Longing for Spring,2014,16,6.1,"Comedy, Romance      ",7
Jeogdoui Namja,2012,60,7.9,"Drama, Thriller   ",25
Idol School,2014,,,"Comedy, Game-Show      ",
Queen of Reversals,2010,,7.4,"Comedy, Romance           ",33
EN-O'Clock,2021,30,,Game-Show     ,
Can't Lose,2011,,7.3,"Comedy, Romance    ",13
We Got Married Global Edition,2013,,7.2,"Reality-TV, Romance       ",19
You're So Pretty,2011,35,,Drama        ,
Autumn Shower,2005,65,7,"Drama, Romance      ",7
Blue Tower,2013,,,"Comedy, Drama     ",
Sweet Buns,2004,65,7.6,"Drama, Romance",5
Naughty Angels,2011,,,Family       ,
The Bathhouse People,1995,45,,"Comedy, Drama       ",
Before and After: Plastic Surgery Clinic,2008,63,,Drama         ,
Romance Blue,2015,15,7.5,Romance        ,16
My Sweetheart My Darling,2005,,,Drama           ,
The Scarlet Letter,2010,,,"Drama, Romance      ",
Princess Pring,2019,,,Animation    ,
Modern Housewives,2007,63,,Romance          ,
Star Golden Bell,2004,82,,Game-Show           ,
Unnies Are Running: Witch Fitness Basketball Team,2022,,,Reality-TV      ,
She is Nineteen,2004,65,6.3,"Comedy, Romance         ",7
Soul Special,2009,6,8.7,"Comedy, Drama, Music        ",7
Magic Cellphone,2016,10,4.2,"Drama, Romance       ",27
Bad Housewife,2005,30,7.8,"Comedy, Drama, Romance          ",9
Miss Kim's One Million Dollar Request,2004,,,"Comedy, Romance        ",
NCT Life in Chuncheon & Hongcheon,2019,,,Reality-TV         ,
Taeng9cam,2015,,7.9,Reality-TV        ,10
Kang's Kitchen,2017,,8.4,Reality-TV         ,61
Pops in Seoul,1998,26,,,
My Shining Girl,2012,,7,"Drama, Romance    ",27
Conspiracy in the Court,2007,,7.8,Drama         ,7
"Smile, Mom",2010,,,"Drama, Family, Romance      ",
Dallyeola hani,1988,,,"Animation, Sport       ",
The Lawyers of the Great Republic of Korea,2008,75,,Drama         ,
Intimate Note,2008,,,"Reality-TV, Comedy      ",
Sea of the Woman: Geu yeojaui bada,2017,,,Drama       ,
"Fly, again",2021,30,,Musical      ,
Simply K-pop,2012,53,,,
Jumping Girl,2015,9,5.2,Drama        ,67
Ireohke Doen Isang Cheongwadaero Kanda,2021,,7.8,Comedy           ,10
Nun-ggot,2006,,,Drama            ,
Godok,2002,60,7.2,Drama          ,5
In Still Green Days,2015,,,"Drama, Romance       ",
Mystery 6,2006,,6.6,"Comedy, Crime, Horror         ",10
Great Inheritance,2006,,7,Romance            ,7
Come to Play,2004,,,Talk-Show         ,
Family's Honor,2008,60,8.6,"Family, Romance        ",27
Snow in August,2007,,,"Drama, Romance          ",
Analog Trip NCT 127: Escape from Magic Island,2021,20,,"Documentary, Reality-TV        ",
Romance Town,2011,60,6.1,Romance       ,18
Channel,2015,,6.2,Reality-TV            ,6
Weding Deureseu,1997,,7,Romance         ,10
Right Now It's Girls' Generation,2010,,7.7,Reality-TV      ,9
Duet Song Festival,2016,90,,Music      ,
Can Anyone Love?,2009,,,"Comedy, Drama, Romance       ",
2NE1 TV,2009,44,,Reality-TV          ,
Catch a Kang Nam Mother,2007,,,"Comedy, Drama       ",
Bird That Doesn't Cry,2015,50,,"Drama, Romance     ",
Baby Zuri: The Galactic Quest,2006,,5.8,Animation          ,6
Shining Star,2017,21,,"Animation, Fantasy, Music      ",
Believe in love (Sarangeul Mideoyo),2011,,,Family       ,
Bi Chun Mu: Dance with Sword,2005,,7.1,"Action, Drama, Fantasy         ",9
Agi gongryong Doolie,1986,,8.1,"Animation, Adventure, Comedy   ",33
Two Yoo Project - Sugar Man,2015,,7.8,Music       ,5
Majimak seungbu,1994,50,7.7,,18
Mobeomsaeng,2015,,,Drama           ,
I Hate Going to Work,2019,,7.5,"Comedy, Drama    ",7
Global Talk Show,2006,,,Talk-Show        ,
Pimil,2000,,7.1,Romance       ,18
Galaxy Kids,2015,,,Animation      ,
My Little Television,2015,85,,"Game-Show, Reality-TV      ",
Marrying a Millionaire,2005,60,6.7,"Drama, Romance     ",11
Finding Mr. And Ms. Right,2010,35,,"Drama, Romance       ",
Annyeonghaseyo,2010,,,Comedy       ,
Life Bar,2016,60,,Talk-Show       ,
Always Spring,2016,,,"Drama, Romance       ",
Girls' Generation's Factory Girl,2008,,,Reality-TV        ,
"Be Strong, Geum-Soon!",2005,,8.2,Drama            ,15
Big Forest,2018,,7.1,Drama         ,8
Everybody Say Kungdari,2019,,,Drama          ,
Secret Agent Miss Oh,2010,70,6.8,Romance      ,19
Girls' Generation's Horror Movie Factory,2009,,8.3,Reality-TV          ,24
2016 SBS Drama Awards,2016,110,,,
Hooray for Love,2011,70,7.8,"Comedy, Drama, Romance      ",13
ATtheCOUNTER,2012,,,Comedy      ,
Vito ASMR,2019,,,Documentary          ,
M Countdown,2004,,,Music        ,
Bulranggajuc,2006,60,7.4,"Comedy, Drama     ",68
Ice Girl,2005,60,7.8,"Comedy, Drama, Romance      ",8
Jo-kang-ji-cheo Keul-leob,2007,60,,"Romance, Thriller    ",
Super Junior Full House,2006,25,8.3,"Comedy, Reality-TV          ",11
Wonderful Mama,2013,,5.7,"Drama, Romance  ",15
Honeykki,2016,6,,Reality-TV      ,
If You Only Knew,2004,,,"Drama, Romance      ",
What's Up Fox?,2006,,7.2,"Comedy, Romance   ",69
The Homecoming,2015,,,,
Dal-Soon's Spring,2017,,,Drama      ,
Dr. Gang,2006,60,6.9,Drama        ,19
Life Is Good,2009,,,Drama     ,
Moranbong Club,2015,,,Talk-Show      ,
"Twinkle, the Dream Being",1993,30,8.2,"Animation, Adventure, Fantasy  ",31
Whitneybae,2016,7,,,
GOT7's Hard Carry,2016,46,8.2,Reality-TV   ,28
Cheer Up!,2009,,,Reality-TV  ,
Seoul ui dal,1994,,7.2,"Comedy, Crime, Drama       ",28
Secret,2000,65,,Romance       ,
TV Novel: Dear My Sister,2011,,,"Drama, Romance       ",
Oohlala Couple,2012,,6.5,Drama     ,35
Real Now,2022,,,Game-Show      ,
NCT Life in Bangkok,2016,,8.2,Reality-TV      ,12
There She Is,2003,,7.5,Animation     ,69
Capital Scandal,2007,,8,"Comedy, Drama, Romance  ",83
NCT Life: Entertainment Retreat,2017,,9,Reality-TV            ,6
Fantastic Duo,2017,,,Musical  ,
Family Secrets,2014,,,Drama       ,
Traffic Safety with POLI,2011,,,Animation          ,
Pom Pom and Friends,2011,,,"Animation, Family     ",
Stormy Woman,2014,,5.6,"Drama, Romance    ",6
Secret,2011,,,Game-Show     ,
Hong Kong Express,2005,,,Drama     ,
I'm Sorry Kang Nam-goo,2016,,,"Drama, Romance    ",
The Origin: Five Elements of Human Civilization,2018,50,7.9,"Documentary, History    ",7
Style,2009,22,6.1,Romance    ,36
Look Back in Anger,2000,,,Drama        ,
Blackswan Official,2020,,,,
Ji Woon-Soo's stroke of luck,2012,,,Comedy     ,
The Unit: Idol Rebooting Project,2017,,8,"Music, Reality-TV     ",14
Paboo & Mojies,2012,,,"Animation, Adventure, Comedy        ",
Yurihwa,2004,60,7.3,Drama       ,40
Love Letter,2004,60,,Game-Show      ,
Shinhwa,2001,,,Drama   ,
Molierissimo,1990,24,7.3,"Animation, Adventure      ",17
Iljimae,1993,,7.9,"Action, Adventure, Drama      ",19
Working Mom Parenting Daddy,2016,,,Drama        ,
Cheers for the Women,2000,,,Drama        ,
Wapop,2014,15,,,
4 Sons 1 Daughter,2014,,,Comedy         ,
Tomorrow's Children,2014,,,,
The Outstanding Woman,2014,12,5.7,Drama   ,27
When a Man Is in Love,2004,,,"Drama, Romance     ",
Harvest Villa,2010,,7.6,,8
The Facetale: Cinderia,2016,6,4.8,Romance       ,6
BASToF Syndrome,2001,,4.7,Animation     ,18
Biklonz,2014,,,Animation       ,
The Little Farmer Rabby,2018,,,Animation       ,
President,2010,,7.6,Drama     ,28
With Coffee,2018,,,Drama       ,
Typically Women,2010,53,,,
Roses and Bean Sprouts,1999,80,,Drama         ,
Allblanc,2018,,,,
Insolent Housemates,2017,,,Reality-TV   ,
Terroir,2008,60,7.6,"Drama, Romance      ",5
Kimcheed Radish,2007,52,6,"Drama, Romance     ",5
Lee Min Ho,2012,5,7.9,,16
Kiss Note,2012,2,,"Comedy, Romance    ",
Roommates,2011,,,Comedy         ,
The Wedding Scheme,2012,45,6.2,"Comedy, Romance    ",12
SWAT Police,2000,,,Drama     ,
The Legend of Blue,2002,,,"Animation, Action  ",
Don't Hesitate,2009,40,7.1,"Drama, Romance    ",7
Xoxo exo,2014,47,,Reality-TV      ,
Affection,2002,70,,Drama      ,
Delicious Love,2015,16,,"Comedy, Romance     ",
Royal Seals,2015,,,,
Go Mom Go!,2003,25,,"Comedy, Drama, Family       ",
Live in Style,2011,70,,Romance     ,
Overgrown Bromance,2017,,8.1,Reality-TV     ,10
Bong Soon: A Cyborg in Love,2016,,5.7,Drama         ,10
Ya Shim Man Man,2003,,,Talk-Show      ,
Fairy and Swindler,2003,,,Drama       ,
Tae-yang sok-eu-ro,2003,50,6.7,Drama     ,17
Abiding Love Dandelion,2014,,,"Drama, Romance      ",
The Family Is Coming,2015,,6.1,"Comedy, Drama, Romance      ",15
Urideul cheonguk,1993,,7.3,Drama        ,8
"Everybody, Kimchi!",2014,,,Drama   ,
Winners,1998,,,"Crime, Drama, Mystery ",
The Empress,2011,53,,History         ,
Mina,2001,,,"Drama, Romance    ",
Merry Mary,2007,65,,Romance         ,
That Sun in the Sky,2016,,,Drama       ,
I Love Lee Tae-ri,2012,,5.7,Romance    ,20
Yoteu Wonjeongdae,2020,65,,"Adventure, Reality-TV   ",
Michel,2003,,,"Animation, Adventure, Fantasy      ",
Real Men,2015,60,,Reality-TV    ,
Soompi Awards,2016,5,,,
iKON TV,2018,71,8.5,Reality-TV  ,16
"Please Come Back, Soon-ae",2006,22,7.3,"Drama, Romance     ",8
Gootbai sollo,2006,60,6.7,"Drama, Romance         ",17
Dancing High,2018,,,"Game-Show, Music    ",
The Guardian,2017,,,Drama         ,
By Land and Sky,2007,,,Drama           ,
Secretly greatly,2016,60,,Reality-TV       ,
Music Bank K-Chart,2015,,,Music         ,
Get It Beauty 2014,2014,58,,,
2016 SBS K Pop Awards,2016,120,,,
Apink News,2011,,8.5,Reality-TV       ,20
Analog Trip,2019,22,,Documentary     ,
Opera Star,2011,,,Reality-TV        ,
When Spring Comes,2007,,6.5,Romance       ,6
Eating Existence,2015,11,7.8,Romance   ,14
Immortal Classic,2012,75,7.2,Romance         ,39
NCT Life: Team Building Activities,2016,,9.1,Reality-TV      ,7
Vitamin,2003,65,,"Comedy, Talk-Show  ",
TEN Drama,2012,,,"Crime, Drama     ",
Night Goblin,2017,,,Reality-TV  ,
Lights and Shadows,2011,70,7.6,"Drama, Musical, Romance        ",7
NCT Life in Seoul,2016,,8.4,Reality-TV      ,5
Love for Ten Generation of Youth,2013,10,6.5,Drama     ,46
Green Coach,2009,,,Drama           ,
